monthly_payment,description,price,square_price,area,rooms,subways,floors
387312.0,"Продаётся уютная двухкомнатная квартира площадью 57 квадратных метров на десятом этаже монолитного дома 2011 года постройки. Жилая площадь составляет 42 квадратных метра, а кухня занимает 8 квадратных метров. Из окон открывается вид на улицу. Квартира обладает дизайнерским ремонтом и раздельным санузлом. Дом оборудован подземной парковкой и закрытой территорией. Для детей во дворе предусмотрены игровая и спортивная площадки. Рядом находятся школа, детский сад, торговый центр, парк и фитнес-центр. Отличная транспортная доступность позволяет быстро добраться до ближайших станций метро: ""Нагатинская"" (1.4 км), ""Нагорная"" (2 км) и ""Коломенская"" (2.3 км). Эта квартира станет идеальным выбором для тех, кто ценит комфорт, безопасность и удобство расположения.",20500000,359649,57.0,2,"Коломенская, Нагатинская, Нагорная, Верхние Котлы",33
450835.20243673853,"Лот:7529. 
Продается 4-комнатная квартира свободной планировки с шикарными видовыми характеристиками!!!

О КВАРТИРЕ:
- Она чудесная как с точки зрения своего расположения, так и с функциональной стороны;
- Общая площадь – 96,5 кв м;
- Квартира угловая, без отделки свободной планировки. 6 окон. Площадь квартиры позволяет сделать 4 изолированные спальни
- Высокие потолки, панорамные окна;
- Расположена в 3 корпусе на 27 этаже небоскреба;
- Из окон открывается обзорный вид на центр города.

Правовой статус:
- 1 взрослый собственник;
- Приобреталась по договору купли-продажи (вся история на руках);
- Юридически и физически свободна;

О КОМПЛЕКСЕ:
- ""Wellton Towers"" — проект бизнес-класса представляет собой три небоскреба на территории квартала ""Wellton Park"" от компании ""Крост Недвижимость"";
- Корпуса объединены между собой единым стилобатом. В стилобатной части комплекса работают магазины, рестораны, салоны красоты…
- Также в пешей доступности находится инновационная частная гимназия ""Хорошкола"". Рядом располагаются множество других школ, поликлиник, теннисный клуб, каток, бассейн, банки, магазины, торговые галереи, кафе, спортивные комплексы и медицинские центры.
- Рядом находится парк ""Серебряный бор"" и множество других зеленых зон
- 10 минут на машине до центра Москвы, 5 минут на машине до ТТК, 10 минут на машине до Москва-Сити. В пешей доступности от жилого комплекса находится 2 станции метро Народное Ополчение и Мневники.

Развитая инфраструктура и природное разнообразие делают район комфортным для жизни!

Такому сочетанию преимуществ позавидует каждый!

Звоните, буду рада ответить на все интересующие Вас вопросы! Согласуем комфортные условия и сделаем всё, чтобы приобретение квартиры для Вас было праздником!
 ",39900000,413471,96.5,4,"Народное Ополчение, Мнёвники (Карамышевская)",55
217272.0,"Дом образцового содержания,три шлагбаума,огорожен,охрана,видеонаблюдение,чистый отремонтированный подъезд,новые лифты.Единоличный,взрослый собсвенник,альтернатива в этом же доме подобрана.Юридически чистые документы.
Квартира с косметическим качественным ремонтом,на окнах стеклопакеты,вид на Ветеранский дворик,храм, и Сбербанк.
Сенузел совмещенный в кафеле,ванна,балкон остеклен.На полу плитка и ламинат.Встроенные шкафы.Альтернатива на двух- или трех- комнатную квартиру в этом же доме от 5го этажа.Возможен обмен с доплатой на большую квартиру в этом доме или Борисовские Пруды 14к4.Звоните!",11500000,304232,37.8,1,"Алма-Атинская, Марьино, Борисово, Шипиловская",17
1226173.0,"Предлагаем к покупке шикарную семейную квартиру в знаковом комплексе бизнес-класса на берегу Москвы-реки ""Level Причальный"". Корпус Север!
Планировкой предусмотрено: просторная кухня-гостиная с панорамным остеклением, мастер-спальня с гардеробной и санузлом, спальня с панорамным окном, спальня3/кабинет/детская, гостевой санузел, холл.
С21 Premium Property - участник ассоциации AREA
Оперативный показ, быстрый выход на сделку, свободная продажа!

ЖК ""Level Причальный"" — четыре 32-33-этажных дома на Причальном проезде от компании Level Group. Высотки строят по проекту бюро ""Остоженка"". 
Монолитные дома объединены стилобатом с коммерческой недвижимостью. В рамках проекта откроют гастромаркет и торговый центр.
Два уровня под землей занимает паркинг. Для жителей предусмотрены машиноместа и кладовые помещения, еще 67 мест отведено для посетителей торгового центра. Двор закрыт для машин и посторонних. Территория разделена на два яруса с ландшафтным озеленением и прогулочными дорожками. На участке игровые и спортивные площадки, места для выгула собак.
""Level Причальный"" расположен рядом с Шелепихинской набережной, где спланировано полное благоустройство набережной, оснащение беговыми, вело и прогулочными зонами со спусками непосредственно к воде. Запущены речные трамвайчики до Киевского вокзала. В радиусе 2 км парк Фили, Березовая роща, Ходынское поле.
До делового центра ""Москва Сити"" 1,5 км. 
Комплекс находится в 10 минутах от станции метро ""Шелепиха"" БКЛ, рядом также станция Московского центрального кольца. Автовладельцы могут воспользоваться Кутузовским проспектом, Хорошевским и Звенигородским шоссе.
Арт. 70321729",64900000,590000,110.0,4,"Фили, Шелепиха, Шелепиха, Тестовская",32
489316.0,"Id 48321. Вашему вниманию предлагается квартира c дизайнерским ремонтом и дорогой техникой фирм Villeroy & Boch и Smeg в ЖК бизнес класса ""Мята"", полностью меблированная, и готова как для собственного проживания, так и для сдачи в аренду.

ПРЕИМУЩЕСТВА квартиры:
- Большая Кухня 
- Дорогая техника и мебель, сделанная на заказ
- Дизайнерский ремонт
- Зал с камином 
- Кондиционирование в каждой комнате
- Теплые полы
- Гардеробная комната
- Высокие потолки


ПРЕИМУЩЕСТВА дома:

- Дом Бизнес класса
- Фасад, декорированный клинкерным кирпичом
- Консьерж-сервис с различными услугами
- Красивая входная группа
- Близость к метро (8 минут пешком)
- Подземный паркинг
- Гостевая парковка

ИНФРАСТРУКТУРА района:

В 5-ти минутной пешей доступности располагаются различные кафе, рестораны, салоны красоты, ТЦ ""Хорошо"", важнейшие государственные учреждения страны, банки, детские сады и школы.

Удобный выезд в центр, на Звенигородское, Хорошевское, Ленинградское шоссе, Кутузовский проспект. Легко выбраться на активный отдых в парк Ходынское поле, Березовая роща, Красногвардейские пруды, Серебряный бор.
Проживающим в ЖК не составит никакого труда найти по соседству спортивный клуб по душе, шопинг, музеи, театры и хорошую кухню - всё рядом: 5 минут до Делового центра, 5минут - до Третьего транспортного кольца, 10 мин - до Садового.

Один взрослый собственник, быстрый выход на сделку! Оперативный показ!
Звоните, отвечу на все интересующие вопросы!",25899000,492376,52.6,2,"Полежаевская, Беговая, Шелепиха, Хорошёво, ЦСКА, Шелепиха, Хорошёвская",22
947251.0,"В ПРОДАЖЕ 4-Х КОМНАТНАЯ  ЕВРО- КВАРТИРА С КЛЮЧАМИ  В ""ZILART TOWER""!  

ZILART TOWER — самое высокое здание мегапроекта «ЗИЛАРТ» и Даниловского района Москвы. 
Находящийся в 5 км от Кремля ультрасовременный дом, спроектированный в стилистике неофутуризма, призван стать архитектурной доминантой района и подарить собственникам квартир возможность жить, ежедневно наслаждаясь невероятными видами Москвы с высоты до 150 м.

ИНФРАСТРУКТУРА:
Жители дома смогут прогуляться по живописной набережной, просторному парку и бульвару.
Любители здорового образа жизни и спортсмены оценят современные площадки для work-out, фитнес-центры и бассейны.
Молодые родители будут спокойны за настоящее и будущее детей благодаря современной образовательной среде.

КОМФОРТ, ПРЕВОСХОДЯЩИЙ ВАШИ ОЖИДАНИЯ:
Ваш новый дом призван предоставить вам все возможности для жизни и отдыха. 
Высокие показатели звукоизоляции обеспечат тишину.
Многочисленные места для прогулок и спорта, кафе и рестораны, парк и набережная — здесь все подчинено формированию идеальных условий для вашего комфорта.

СОВРЕМЕННАЯ ИНЖЕНЕРИЯ:
В ZILART TOWER каждая деталь подчинена вашему комфорту и безопасности. 
Территория надежно защищена от посторонних системами контроля и управления доступом.
Восемь высокоскоростных лифтов позволят за считаные секунды преодолевать расстояние между дизайнерским лобби и квартирой.
Центральная система кондиционирования создает идеальный микроклимат, а повышенные показатели шумоизоляции дарят возможность наслаждаться спокойным отдыхом в любое время суток.

КВАРТИРЫ В TOWER - ВЫСШИЙ УРОВЕНЬ КОМФОРТА:
Все квартиры отличаются максимально функциональными и продуманными планировками., а панорамные окна откроют вам головокружительные виды на центр столицы.

Покупка квартиры в ZILART TOWER - это гораздо больше, чем просто приобретение недвижимости.
Здесь вы получите доступ к самым завораживающим видам, развитой инфраструктуре, современным технологиям и новому уровню комфорта.",50137000,437992,114.47,4,"Автозаводская, Технопарк, ЗИЛ, Автозаводская",40
245612.0,"Продается уютная двухкомнатная квартира площадью 39 квадратных метров на втором этаже монолитного дома, построенного в 2018 году. Квартира расположена по адресу: Москва, Саларьевская улица, 10 к2.

Жилая площадь составляет 19 квадратных метров, а площадь кухни - 12.5 квадратных метров. После качественного евро ремонта квартира готова к заселению новых жильцов. Из окон открывается вид на благоустроенный двор, где находятся детская и спортивная площадки.

Благодаря наличию консьержа и закрытой территории, безопасность жителей дома гарантирована. Для автовладельцев предусмотрена парковка во дворе. В шаговой доступности расположены школа и детский сад, что делает эту квартиру идеальным вариантом для семей с детьми.

Этот вариант жилья подойдет тем, кто ценит комфорт, безопасность и удобство расположения. Звоните прямо сейчас, чтобы договориться о просмотре этой замечательной квартиры!",13000000,333333,39.0,2,нет метро,15
558296.0,"Id 43290. Продается уникальный видовой двухкомнатный апартамент с дизайнерским ремонтом в многофункциональном жилом комплексе «Фили Град»! Вид в сторону Москва-Сити!

Функциональная планировка апартамента, разработанная по индивидуальному дизайн-проекту: просторная кухня-гостиная с выходом на утепленную панорамную лоджию, на которой оборудована зону отдыха, изолированная спальня с гардеробной комнатой, совмещенный санузел с душем, постирочная/гардеробная комната, холл. 

На балконе заменен стеклопакет и установлен теплый пол, что делает его всесезонным для использования.

В апартаменте выполнен дизайнерский ремонт с использованием качественных материалов. Апартамент оборудован всей необходимой встроенной бытовой техникой: посудомоечная и стиральная машины, варочная панель, духовой шкаф, вытяжка, холодильник. Установлен кондиционер. Много мест для хранения. 

Апартамент идеально Вам подойдет - вы сможете заехать сразу, не делая никаких вложений! Апартамент продается со всей встроенной мебелью и техникой!

Свободная продажа, один собственник, без обременений. Возможна ипотека любого банка. Звоните, будем рады показать Вам апартамент!

Преимущества жилого комплекса «Фили Град» — это идеальное расположение и транспортная доступность: рядом с комплексом располагается «Москва-Сити» и исторический центр Москвы, в 12 минутах пешком от м.«Фили» и м.«Шелепиха» (5 минут на автобусе 653, который ходит каждые 3 минуты), прямой выезд на ТТК. Фили Град относится к одной из самой перспективной и развивающейся в Москве территории «Большого Сити».

Рядом оборудованная набережная Москва-реки с остановкой речного трамвая и зоной отдыха с лежаками и настилами, с потрясающими видами на Москва-Сити. По проекту набережную достроят дальше и в будущем ее объединят с Филёвской набережной и набережной Музеона. В пешей доступности находится прекрасный Филевский парк, который придает комплексу отличное экологическое окружение.

Инфраструктура комплекса позволит жителям чувствовать себя комфортно - в ЖК есть ТЦ ""Фили Град"", в который можно попасть не выходя на улицу через паркинг. ТЦ ""Фили Град"" - это фитнес-клуб с бассейном, кафе и рестораны, магазин Перекресток, салоны красоты, зоомагазин, аптеки, химчистки, гостевой паркинг и не только! На территории 1 очереди Фили Града работает детский сад с углубленным знанием английского и начальная школа, располагается отличная детская площадка, территория закрытая и охраняемая, подземный паркинг на 1000 мест.

Район Филевский парк отличается хорошей экологией: более трети территории занимают зеленые зоны, в пешей доступности находятся спорткомплекс, детский парк «Фили», школа искусств А. А. Алябьева и школа олимпийского резерва с многочисленными секциями, институт современного искусства, общеобразовательные школы, аптеки, бассейн, кинотеатры и магазины продуктов и услуг.",29550000,509482,58.0,2,"Деловой центр, Багратионовская, Фили, Международная, Шелепиха, Деловой центр, Шелепиха, Фили, Тестовская",25
198379.0,"Продаётся уютная однокомнатная квартира площадью 47.6 квадратных метров на третьем этаже монолитного дома, расположенного по адресу: Москва, посёлок Коммунарка, Лазурная улица, дом 14. Дом построен в 2014 году и имеет 17 этажей.

Из окон открывается прекрасный вид на тихий двор, где расположены детская и спортивная площадки – идеальное место для отдыха и занятий спортом на свежем воздухе. Для вашего удобства во дворе предусмотрена парковка.

В квартире выложена плитка в ванной, осталось доклеить обои и установить двери. 
Жилая площадь составляет 22 квадратных метра, а кухня – 13.5 квадратных метров, что предоставляет достаточно места как для приготовления пищи, так и для комфортного проживания. Также имеется балкон, который можно обустроить под зону отдыха или небольшой зелёный уголок.

Расположение квартиры особенно удобно благодаря близости к основным объектам инфраструктуры: рядом находятся школа, детский сад, торговый центр, парк и фитнес-центр. Кроме того, всего несколько минут пешком – и вы окажетесь у станций метро ""Коммунарка"", ""Ольховая"" или ""Потапово"". Это делает перемещение по городу быстрым и удобным.

Безопасность жителей обеспечивается наличием консьержа и кодовой двери. Вы будете чувствовать себя защищённо и спокойно в любое время суток.

Это отличный вариант для тех, кто ценит комфорт, безопасность и качество жизни. Приглашаем вас ознакомиться с квартирой и убедиться во всех её преимуществах лично!

Квартира без обременений, один собственник. Свободная продажа, никто не зарегистрирован.",10500000,220588,47.6,1,"Ольховая, Потапово (Новомосковская), Коммунарка",17
450835.20243673853,"Вашему вниманию предлагается уютная, светлая квартира на 5 этаже в 9 этажном кирпичном доме. Въезд во двор через шлагбаум, в этом году заменена полностью вся разводка горячей и холодной воды, идёт ремонт фасада. Дом утопает в зелени,  расположен в престижном Мещанском районе. Хорошо развитая инфраструктура,  обустроенные дворы, школы  детcкие сады, сетевые магазины.
Пешая доступность от метро 5 минут и МЦД  Рижская 3 минуты. Удобный выезд на ТТК.  Здесь расположены богемные кафе и небольшие музеи с необычными коллекциями, например Музей советских игровых автоматов. Также можно посетить музей Москвы и культуры наций, в экспозиции которого представлены яркие народные костюмы. В Екатерининском парке расположен планетарий и Студия военных художников им. М. Б. Грекова. А общественные бани Сандуны, построенные в 1808 г., знамениты своими роскошными интерьерами. Рядом с домом магазины и кафе, несколько школ детские сады. Один взрослый собственник, более 10 лет, дкп. Без долгов и обременений. Альтернатива.
НАШИМ ПОКУПАТЕЛЯМ:
- помощь в одобрении ипотеки
- страховка на весь срок ипотеки с выгодой до 50%
- полное юридическое сопровождение сделки.",12500000,384615,32.5,1,"Алексеевская, Рижская, Проспект Мира, Марьина Роща, Достоевская, Рижская, Марьина Роща (Шереметьевская), Рижская (Ржевская), Проспект Мира",9
377865.0,"Квартира в жилом комплексе бизнес-класса Фестиваль парк 2. Евро 2-х комнатная, площадью 48,2 м2, видовая квартира с потрясающими видами на Химкинское водохранилище, Северный речной вокзал, Москва-Сити, широкоформатные окна, 60 см от пола, высота потолка 3,1м. 
Дом построен по современной монолитной технологии, вентилируемый фасад, отделан керамогранитом. 
Подземный паркинг, закрытый благоустроенный двор без машин, стильное авторское лобби. 
Левобережный р-он Москвы, метро Речной вокзал 5 мин.пешком, рядом парк Дружбы, Левобережный парк, парк Северного речного порта, в пешей доступности несколько школ и детсадов.
Свободная продажа, в квартире никто не зарегистрирован.",20000000,414937,48.2,1,"Ховрино, Речной вокзал, Водный стадион, Планерная, Беломорская",35
450835.20243673853,"Свободная продажа, никто не прописан. Продаётся однокомнатная квартира в хорошем состоянии, можно заехать не делая ремонта. Полы ламинат, светлые обои. Санузел совмещённый. Есть балкон, не застеклён. Окна выходят в тихий, зелёный двор. Чистый, отремонтированный подъезд. 10мин пешком до метро Ростокино. До метро ВДНХ 2  остановки на автобусе. Развитая инфраструктура района, рядом много магазинов, фитнес клуб, парк. Быстрый выход на сделку.",9800000,306250,32.0,1,"Свиблово, Ростокино, Ботанический сад, Ботанический сад",9
450835.20243673853,"V24
        КВАРТИРА НА БЕГОВОЙ С ДИЗАЙНЕРСКИМ РЕМОНТОМ. Премиальная отделка и сантехника. Индивидуальный проект сталинского дома. В доме установлено видеонаблюдение, проживает интеллигентная и обеспеченная публика. Толстые стены, две квартиры на площадке. На территорию въезд через шлагбаум. Удобная планировка, две изолированные просторные комнаты. Раздельный санузел. Просторный холл 10 кв.м. Потолки 3,2м. В квартире выполнен качественный ремонт, куплены диван и кровать. Остаётся только выбрать мебель и кухню на свой вкус. Окна комнат выходят на 3е кольцо, кухни - во двор. Развитая инфраструктура: продуктовые магазины, кафе, рестораны, школа, детские сады в пешей доступности, также недалеко находится большой ТЦ Авиапарк. Рядом расположен Бизнес центр ""Nordstar Tower"", в пешей доступности Ипподром. Удобная транспортная доступность в центр и ТТК, Ленинградское и Звенигородское шоссе. До Москвы-Сити 5-10 минут на машине. До м. Беговая 6 минут пешком, до м. 1905г. 12 минут пешком. Полная цена в дкп, один взрослый собственник, без обременений, никто не прописан. Оперативный показ и быстрый выход на сделку. Юридическое сопровождение за счет компании.",33000000,470085,70.2,2,"Беговая, Беговая",7
175707.0,"Продаётся уютная однокомнатная квартира площадью 29 квадратных метров на седьмом этаже девятиэтажного кирпичного дома, расположенного по адресу: Москва, 2-я Владимирская улица, 7. Жилая площадь составляет 18 квадратных метров, а кухня – 8 квадратных метров.

Квартира имеет приятный косметический ремонт и совмещённый санузел. Из окон открывается вид на тихий и зелёный двор, где расположена детская площадка. Наличие балкона добавляет дополнительное пространство для отдыха и возможность насладиться свежим воздухом без необходимости выходить из дома.

Для молодых семей особенно важно наличие развитой инфраструктуры: рядом находятся школа и детский сад, что значительно упрощает жизнь родителям. Также стоит отметить близость к станциям метро, благодаря чему перемещение по городу становится удобным и быстрым. Всего за 16 минут пешком можно добраться до станции метро «Перово», а также всего в нескольких минутах ходьбы находится станция «Шоссе Энтузиастов».

Этот дом идеально подойдёт тем, кто ценит комфорт, уют и качество жизни. Здесь вы найдёте всё необходимое для счастливой и спокойной жизни. Приглашаем вас оценить все преимущества этой прекрасной квартиры лично!",9300000,320689,29.0,1,"Перово, Шоссе Энтузиастов, Шоссе энтузиастов",9
166260.0,"Id 46191. Продается хорошая 1к квартира с удобной планировкой.
Общая площадь-38м, кухня- 8.5м, комната-19.1м

Инфраструктура: в обжитом районе есть все! Прогулочные зоны - парки, в 5ти минутах метро и тц Круг, отличное расположение. Так же есть пункты выдачи, аптеки, салоны красоты, поликлиники , детские сады и школы, все в близи дома.

1 собственник , без обременений, у нас опека.
Не упустите возможность стать владельцем данной квартиры, звоните! Отвечу на все вопросы.",8800000,231578,38.0,1,"Аннино, Бульвар Дмитрия Донского, Улица Старокачаловская, Лесопарковая, Битца",17
1565307.0,"ID 276 986. Видовая квартира с 2-мя спальнями общей площадью 150 м² в комплексе премиум-класса «Волынский». Квартира с отделкой расположена на 17-м этаже в корпусе 5. Выполнен дизайнерский ремонт в светлых тонах с яркими акцентами. В отделке использованы премиальные материалы, на кухне установлена столешница из гранита. Большие окна наполняют пространство светом и открывают панорамный вид на природный заказник «Долина реки Сетунь».

Спланирована гостиная, кухня, изолированная стеклянными перегородками, спальня, детская или кабинет, 2 просторные гардеробные, ванная комната, гостевой санузел, постирочная, прихожая. Квартира укомплектована мебелью, выполненной на заказ, оснащена бытовой техникой Liebherr, Daikin и сантехникой Villeroy&Boch, Grohe. Установлены приточно-вытяжная система вентиляции, кондиционеры Daikin и подогрев полов. Предусмотрено 2 машиноместа в подземном паркинге.",82850000,552333,150.0,3,"Минская, Славянский бульвар, Славянский бульвар, Давыдково",23
604584.0,"Просторная двухкомнатная квартира в 7 минутах пешком от метро Варшавская.
Спальня - 27.1 кв.м с закрытым балконом. Регулируемая подсветка. Пол - паркетная доска. Кондиционер. Свой выход в совмещенный санузел.
Гостиная - 30.5 кв.м. с лоджией. Так же установлен кондиционер. Пол - паркетная доска.
Кухня - 17.9 кв.м. Пол - плитка с подогревом. Встроенная кухня с посудомоечной машиной, индукционной варочной панелью, вытяжкой и духовым шкафом.
Прихожая с отдельной гардеробной.
Пол в прихожей и санузлах - так же подогреваемая плитка.
Все окна выходят во двор (западная сторона).
Консьерж 24/7.
Свободная продажа.
Один собственник.
Выписка до сделки.",32000000,303030,105.6,2,"Нахимовский проспект, Севастопольская, Чертановская, Каховская",23
268284.0,"Ипoтека со cтaвкой 10,9% от Сберa!
Продаётся уютная двухкомнатная квартира в одном из самых экологичных и развитых районов Москвы. 
Отличный вариант как для собственного проживания, так и для инвестиции. 
В квартире менее года назад выполнен тщательный ремонт с полной заменой электропроводки, системы водоснабжения и отопления. В отделке использовались только качественные материалы.
Дом ухоженный, заботливо содержится в порядке и чистоте управляющей компанией и жильцами. Во дворе оборудована детская и спортивная площадки, много зелени.
Достаточно парковочных мест во дворе и рядом с домом.
Соседи спокойные, интеллигентные.
Удобное расположение дома и прекрасная инфраструктура: образовательные учреждения (высшие учебные заведения, колледжи, школы, детские сады), магазины, поликлиники, остановки общественного транспорта. Прямо напротив дома Черкизовский детский парк, Дом детского творчества, Черкизовский пруд с набережной и футбольный стадион РЖД Арена. Недалеко национальный парк Лосиный остров, парк Сокольники, Измайловский парк культуры и отдыха, Измайловская усадьба.
 В пешей доступности две станции метро (центральная Красная ветка) и МЦК Локомотив! 
Удобный выезд на СВХ!
Звоните! Договоримся о показе!",14200000,319819,44.4,2,"Черкизовская, Преображенская площадь, Партизанская, Локомотив, Измайлово, Бульвар Рокоссовского",9
585691.0,"Продается квартира в ЖК Сердце Столицы, корпус 9, секция 1, расположенная на 14 этаже, общей площадью 68,7 кв.м.

В квартире три окна и два санузла, а также свободная планировка, что позволяет сделать 3-комнатную квартиру евро стандарта с просторной кухней-гостиной и двумя спальнями. Панорамный вид, окна выходят на  набережную и город.

ЖК бизнес-класса с собственной инфраструктурой: школа и детские сады; спортивные площадки, беговые дорожки, скейтпарк; торговый центр, кафе, рестораны; фитнес-клубы, в том числе с бассейном; множество магазинов.

Огороженная охраняемая территория: уютный двор с детскими площадками, арт-объектами, уличными тренажерами, велодорожками, зонами для занятий спортом, двор без машин. Охрана 24/7, видеонаблюдение общественных зон и дворов. Двухуровневый подземный паркинг.

Преимущество нашего корпуса в том, что его территория огорожена и вход возможен только по персональной карте. 

Хорошая транспортная доступность: удобный выезд на Звенигородское шоссе, ТТК и ЮВХ. До МЦК Шелепиха 15 минут пешком. В 2026 году рядом с домом планируется открытие станции метро Звенигородская.

Квартира покупалась по ДДУ у застройщика, один взрослый собственник, никто не прописан, свободная продажа, ипотека возможна, оперативный показ.
",31000000,451237,68.7,2,"Полежаевская, Шелепиха, Хорошёво, Шелепиха, Хорошёвская",41
453438.0,"Продается уникальная видовая евро 2-комнатная квартира в 1-м корпусе (бизнес класс) в ЖК Западный порт на набережной Москвы-реки. Общий метраж - 44,1 кв.м: кухня-гостиная с лоджией и спальня. Высота потолков - 2,9 м. Квартира с лучшими видовыми характеристиками - панорамный вид на набережную, реку и Москва Сити! Квартира без отделки - можно сделать ремонт исключительно по своим пожеланиям.

Подъезд:

В доме есть подземный паркинг, закрытая территория, видеонаблюдение и охрана, в комплексе оборудованные детские и спортивные площадки. 

Инфраструктура:

Западное направление - одно из самых престижных и быстроразивающихся в Москве! Полностью сформированная инфраструктура района и комплекса, все необходимое есть прямо в ЖК: кафе, рестораны, сетевые магазины, салоны красоты и тд. Отличная транспортная доступность: пешком 7 минут до станции метро Фили, 9 минут до станции МЦД-1 Фили, 12 минут до станции метро и станции МЦК Шелепиха, 2 минуты до будущего причала Западный порт (открытие — следующим летом, маршрут электросудов: парк Фили — Киевский вокзал). На автотранспорте 10 минут до Москвы-Сити. Завершается благоустройство набережной с причалом Западный порт для электрического речного трамвая, с прогулочными зонами, местами для отдыха, смотровыми площадками, террасами с лестницами для спуска к воде. В 2025м году сдача бизнес - центра Porta Workplace в 500 метрах от корпуса - идеально для сдачи в аренду.
Рядом расположены зоны отдыха: Филёвский парк, детский парк Фили. 

Документы:

Свободная продажа, полная стоимость в ДКП, без долгов и обременений, никто не прописан, готовы быстро выйти на сделку!
Сниженная ипотечная ставка для клиентов от банков-партнеров ""Азбуки Жилья"". Обмен вашей квартиры или другой недвижимости. Звоните.",24000000,544217,44.1,1,"Деловой центр, Багратионовская, Фили, Международная, Шелепиха, Деловой центр, Шелепиха, Фили, Тестовская, Деловой центр",20
